test_donor,seed,scenario,protein,mask_seed,mask_source,n_masked_proteins
P8,41,random_70,CD34,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD138-1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD90,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD45RA,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD123,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD201,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD44-1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD8a,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD14,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD56-2,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD25,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD45RO,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD279,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,TIGIT,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD20,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD335,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD294,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD31,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD44-2,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD133-1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD140a,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD140b,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,Cadherin,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD340,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD146,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,IgM,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD195,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD196,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD103,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD69,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD152,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD223,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD27,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD107a,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD95,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD134,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD1c,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD141,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD1d,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD314,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD66b,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD35,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD278,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD39,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD178,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CX3CR1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD24,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD21,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD66a/c/e,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD244,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,Siglec-8,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD169,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,XCR1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,Integrin-7,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD62P,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD68,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,Rat-IgG1-1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD192,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD102,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD122,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD62E,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD135,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD41,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD137,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD163,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD83,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD357,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD59,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD309,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD124,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD184,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD2,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD29,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD303,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD49b,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD61,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD81,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD98,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD55,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,IgD,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD18,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD28,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD38-1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD127,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD45-2,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD15,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD26-1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD193,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD115,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD204,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD144,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD301,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD207,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD63,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD304,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD36,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD172a,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD85g,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD38-2,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,MERTK,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,Folate,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,TIM-4,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD171,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD325,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD200,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD338,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD235a,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD49a,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD79a,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD9,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,TCR-V-7.2,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,TCR-V-2,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,TCR-V-9,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD202b,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD305,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD133-2,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD209,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD110,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD337,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD253,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD186,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD226,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD205,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD109,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD126,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD164,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD307d,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD138-2,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CLEC12A,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD16,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD161,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CCR10,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD271,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,GP130,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD199,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD45RB,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD46,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,VEGFR-3,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CLEC2,338417,legacy_v33_deterministic_feature_mask,157
P8,41,marker_memory,CD45RA,,legacy_v33_deterministic_feature_mask,6
P8,41,marker_memory,CD45RO,,legacy_v33_deterministic_feature_mask,6
P8,41,marker_memory,CD27,,legacy_v33_deterministic_feature_mask,6
P8,41,marker_memory,CD95,,legacy_v33_deterministic_feature_mask,6
P8,41,marker_memory,CD28,,legacy_v33_deterministic_feature_mask,6
P8,41,marker_memory,CD127,,legacy_v33_deterministic_feature_mask,6
P8,41,marker_tcell,CD3-1,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,CD4-1,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,CD8,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,CD3-2,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,CD45RA,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,CD4-2,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,CD8a,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,CD45RO,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,TCR-1,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,CD27,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,TCR-2,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,TCR-V-7.2,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,TCR-V-2,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,TCR-V-9,,legacy_v33_deterministic_feature_mask,15
P8,41,marker_tcell,TCR-V-24-J-18,,legacy_v33_deterministic_feature_mask,15
P8,41,rna_only,CD80,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD86,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD274,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD273,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD275-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD11b-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,Galectin-9,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD270,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD252,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD155,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD112,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD47,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD70,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD30,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD48,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD40,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD154,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD52,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD3-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD4-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD8,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD56-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD45-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD3-2,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD19,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD11c,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD34,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD138-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD269,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD90,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD117,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD45RA,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD123,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD105,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD201,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD194,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD4-2,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD44-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD8a,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD14,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD56-2,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD25,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD45RO,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD279,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,TIGIT,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,Rat-IgG2b,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD20,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD335,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD294,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD31,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD44-2,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD133-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,Podoplanin,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD140a,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD140b,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,Cadherin,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD340,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD146,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD324,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,IgM,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,TCR-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD195,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD196,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD185,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD103,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD69,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD152,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD223,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD27,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD107a,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD95,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD134,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,HLA-DR,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD1c,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD11b-2,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD64,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD141,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD1d,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD314,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD66b,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD35,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD57,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD366,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD272,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD278,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD275-2,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD96,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD39,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD178,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CX3CR1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD24,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD21,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD79b,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD66a/c/e,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD244,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD235ab,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,Siglec-8,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD206,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD169,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD370,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,XCR1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,Notch-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,Integrin-7,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD268,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD42b,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD54,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD62P,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD119,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,TCR-2,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,Notch-2,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD68,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,Rat-IgG1-1,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,Rat-IgG1-2,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,Rag-IgG2c,,legacy_v33_deterministic_feature_mask,224
P8,41,rna_only,CD192,,legacy_v33_deterministic_feature_mask,224
